stem,query_id,regime,specificity,polarity,correct_in_n_runs,decision_unanimous,matched_set_identical,sets
S-LAT-SLAV33-100,S-LAT-SLAV33-100,lat,3-3,positive,3,True,True,35781 | 35781 | 35781
S-LAT-SLAV33-101,S-LAT-SLAV33-101,lat,3-3,positive,3,True,True,43538 | 43538 | 43538
S-LAT-SLAV33-102,S-LAT-SLAV33-102,lat,3-3,positive,3,True,True,35528 | 35528 | 35528
S-LAT-SLAV33-103,S-LAT-SLAV33-103,lat,3-3,positive,3,True,True,52260 | 52260 | 52260
S-LAT-SLAV33-104,S-LAT-SLAV33-104,lat,3-3,positive,3,True,True,50233 | 50233 | 50233
S-LAT-SLAV33-105,S-LAT-SLAV33-105,lat,3-3,positive,3,True,True,48859 | 48859 | 48859
S-LAT-SLAV33-106,S-LAT-SLAV33-106,lat,3-3,positive,3,True,True,16692 | 16692 | 16692
S-LAT-SLAV33-107,S-LAT-SLAV33-107,lat,3-3,positive,3,True,True,43094 | 43094 | 43094
S-LAT-SLAV33-108,S-LAT-SLAV33-108,lat,3-3,positive,3,True,True,37733 | 37733 | 37733
S-LAT-SLAV33-109,S-LAT-SLAV33-109,lat,3-3,positive,3,True,True,35484 | 35484 | 35484
S-LAT-SLAV33-110,S-LAT-SLAV33-110,lat,3-3,positive,3,True,True,36865 | 36865 | 36865
S-LAT-SLAV33-111,S-LAT-SLAV33-111,lat,3-3,positive,3,True,True,46549 | 46549 | 46549
S-LAT-SLAV33-112,S-LAT-SLAV33-112,lat,3-3,positive,3,True,True,35173 | 35173 | 35173
S-LAT-SLAV33-113,S-LAT-SLAV33-113,lat,3-3,positive,3,True,True,49515 | 49515 | 49515
S-LAT-SLAV33-114,S-LAT-SLAV33-114,lat,3-3,positive,3,True,True,46784 | 46784 | 46784
S-LAT-SLAV33-115,S-LAT-SLAV33-115,lat,3-3,positive,3,True,True,32751 | 32751 | 32751
S-LAT-SLAV33-116,S-LAT-SLAV33-116,lat,3-3,positive,3,True,True,35393 | 35393 | 35393
S-LAT-SLAV33-117,S-LAT-SLAV33-117,lat,3-3,positive,3,True,True,41001 | 41001 | 41001
S-LAT-SLAV33-118,S-LAT-SLAV33-118,lat,3-3,positive,3,True,True,35521 | 35521 | 35521
S-LAT-SLAV33-119,S-LAT-SLAV33-119,lat,3-3,positive,3,True,True,16710 | 16710 | 16710
S-LAT-SLAV33-120,S-LAT-SLAV33-120,lat,3-3,positive,3,True,True,10138 | 10138 | 10138
S-LAT-SLAV33-121,S-LAT-SLAV33-121,lat,3-3,positive,3,True,True,35517 | 35517 | 35517
S-LAT-SLAV33-122,S-LAT-SLAV33-122,lat,3-3,positive,3,True,True,45913 | 45913 | 45913
S-LAT-SLAV33-123,S-LAT-SLAV33-123,lat,3-3,positive,3,True,True,36478 | 36478 | 36478
S-LAT-SLAV33-124,S-LAT-SLAV33-124,lat,3-3,positive,3,True,True,35413 | 35413 | 35413
S-LAT-SLAV33-125,S-LAT-SLAV33-125,lat,3-3,positive,3,True,True,16655 | 16655 | 16655
S-LAT-SLAV33-126,S-LAT-SLAV33-126,lat,3-3,positive,3,True,True,41055 | 41055 | 41055
S-LAT-SLAV33-127,S-LAT-SLAV33-127,lat,3-3,positive,3,True,True,45821 | 45821 | 45821
S-LAT-SLAV33-128,S-LAT-SLAV33-128,lat,3-3,positive,3,True,True,35442 | 35442 | 35442
S-LAT-SLAV33-129,S-LAT-SLAV33-129,lat,3-3,positive,3,True,True,45060 | 45060 | 45060
S-LAT-SLAV33-130,S-LAT-SLAV33-130,lat,3-3,positive,3,True,True,33023 | 33023 | 33023
S-LAT-SLAV33-131,S-LAT-SLAV33-131,lat,3-3,positive,3,True,True,35511 | 35511 | 35511
S-LAT-SLAV33-132,S-LAT-SLAV33-132,lat,3-3,positive,3,True,True,41037 | 41037 | 41037
S-LAT-SLAV33-133,S-LAT-SLAV33-133,lat,3-3,positive,3,True,True,40244 | 40244 | 40244
S-LAT-SLAV33-134,S-LAT-SLAV33-134,lat,3-3,positive,3,True,True,35505 | 35505 | 35505
S-LAT-SLAV33-135,S-LAT-SLAV33-135,lat,3-3,positive,3,True,True,26723 | 26723 | 26723
S-LAT-SLAV33-136,S-LAT-SLAV33-136,lat,3-3,positive,3,True,True,47787 | 47787 | 47787
S-LAT-SLAV33-137,S-LAT-SLAV33-137,lat,3-3,positive,3,True,True,38158 | 38158 | 38158
S-LAT-SLAV33-138,S-LAT-SLAV33-138,lat,3-3,positive,3,True,True,36884 | 36884 | 36884
S-LAT-SLAV33-139,S-LAT-SLAV33-139,lat,3-3,positive,3,True,True,35580 | 35580 | 35580
S-LAT-SLAV33-140,S-LAT-SLAV33-140,lat,3-3,positive,3,True,True,37303 | 37303 | 37303
S-LAT-SLAV33-141,S-LAT-SLAV33-141,lat,3-3,positive,3,True,True,52616 | 52616 | 52616
S-LAT-SLAV33-142,S-LAT-SLAV33-142,lat,3-3,positive,3,True,True,34976 | 34976 | 34976
S-LAT-SLAV33-143,S-LAT-SLAV33-143,lat,3-3,positive,3,True,True,48879 | 48879 | 48879
S-LAT-SLAV33-144,S-LAT-SLAV33-144,lat,3-3,positive,3,True,True,22404 | 22404 | 22404
S-LAT-SLAV33-145,S-LAT-SLAV33-145,lat,3-3,positive,3,True,True,16667 | 16667 | 16667
S-LAT-SLAV33-146,S-LAT-SLAV33-146,lat,3-3,positive,3,True,True,40133 | 40133 | 40133
S-LAT-SLAV33-147,S-LAT-SLAV33-147,lat,3-3,positive,3,True,True,16601 | 16601 | 16601
S-LAT-SLAV33-148,S-LAT-SLAV33-148,lat,3-3,positive,3,True,True,35451 | 35451 | 35451
S-LAT-SLAV33-149,S-LAT-SLAV33-149,lat,3-3,positive,3,True,True,9762 | 9762 | 9762
S-LAT-SLAV33-150,S-LAT-SLAV33-150,lat,3-3,positive,3,True,True,36896 | 36896 | 36896
S-RUS-TRANSL-32-FRENCH-001,S-RUS-TRANSL-32-FRENCH-001,french,3-2,positive,3,True,True,36763 | 36763 | 36763
S-RUS-TRANSL-32-FRENCH-002,S-RUS-TRANSL-32-FRENCH-002,french,3-2,positive,3,True,True,44540 | 44540 | 44540
S-RUS-TRANSL-32-FRENCH-003,S-RUS-TRANSL-32-FRENCH-003,french,3-2,positive,3,True,True,32745 | 32745 | 32745
S-RUS-TRANSL-32-FRENCH-004,S-RUS-TRANSL-32-FRENCH-004,french,3-2,positive,3,True,True,37844 | 37844 | 37844
S-RUS-TRANSL-32-FRENCH-005,S-RUS-TRANSL-32-FRENCH-005,french,3-2,positive,3,True,True,30517 | 30517 | 30517
S-RUS-TRANSL-32-FRENCH-006,S-RUS-TRANSL-32-FRENCH-006,french,3-2,positive,3,True,True,50216 | 50216 | 50216
S-RUS-TRANSL-32-FRENCH-007,S-RUS-TRANSL-32-FRENCH-007,french,3-2,positive,3,True,True,42196 | 42196 | 42196
S-RUS-TRANSL-32-FRENCH-008,S-RUS-TRANSL-32-FRENCH-008,french,3-2,positive,3,True,True,35226 | 35226 | 35226
S-RUS-TRANSL-32-FRENCH-009,S-RUS-TRANSL-32-FRENCH-009,french,3-2,positive,3,True,True,20920 | 20920 | 20920
S-RUS-TRANSL-32-FRENCH-010,S-RUS-TRANSL-32-FRENCH-010,french,3-2,positive,3,True,True,35399 | 35399 | 35399
S-RUS-TRANSL-32-FRENCH-011,S-RUS-TRANSL-32-FRENCH-011,french,3-2,positive,3,True,True,35414 | 35414 | 35414
S-RUS-TRANSL-32-FRENCH-012,S-RUS-TRANSL-32-FRENCH-012,french,3-2,positive,3,True,True,45862 | 45862 | 45862
S-RUS-TRANSL-32-FRENCH-013,S-RUS-TRANSL-32-FRENCH-013,french,3-2,positive,3,True,True,34577 | 34577 | 34577
S-RUS-TRANSL-32-FRENCH-014,S-RUS-TRANSL-32-FRENCH-014,french,3-2,positive,3,True,True,37812 | 37812 | 37812
S-RUS-TRANSL-32-FRENCH-015,S-RUS-TRANSL-32-FRENCH-015,french,3-2,positive,3,True,True,37853 | 37853 | 37853
S-RUS-TRANSL-32-FRENCH-016,S-RUS-TRANSL-32-FRENCH-016,french,3-2,positive,3,True,True,37178 | 37178 | 37178
S-RUS-TRANSL-32-FRENCH-017,S-RUS-TRANSL-32-FRENCH-017,french,3-2,positive,3,True,True,48774 | 48774 | 48774
S-RUS-TRANSL-32-FRENCH-018,S-RUS-TRANSL-32-FRENCH-018,french,3-2,positive,3,True,True,37116 | 37116 | 37116
S-RUS-TRANSL-32-FRENCH-019,S-RUS-TRANSL-32-FRENCH-019,french,3-2,positive,3,True,True,50272 | 50272 | 50272
S-RUS-TRANSL-32-FRENCH-020,S-RUS-TRANSL-32-FRENCH-020,french,3-2,positive,3,True,True,39215 | 39215 | 39215
S-RUS-TRANSL-32-FRENCH-021,S-RUS-TRANSL-32-FRENCH-021,french,3-2,positive,3,True,True,50230 | 50230 | 50230
S-RUS-TRANSL-32-FRENCH-022,S-RUS-TRANSL-32-FRENCH-022,french,3-2,positive,3,True,True,35463 | 35463 | 35463
S-RUS-TRANSL-32-FRENCH-023,S-RUS-TRANSL-32-FRENCH-023,french,3-2,positive,3,True,True,51948 | 51948 | 51948
S-RUS-TRANSL-32-FRENCH-024,S-RUS-TRANSL-32-FRENCH-024,french,3-2,positive,3,True,True,45702 | 45702 | 45702
S-RUS-TRANSL-32-FRENCH-025,S-RUS-TRANSL-32-FRENCH-025,french,3-2,positive,3,True,True,31454 | 31454 | 31454
S-RUS-TRANSL-32-FRENCH-026,S-RUS-TRANSL-32-FRENCH-026,french,3-2,positive,3,True,True,35610 | 35610 | 35610
S-RUS-TRANSL-32-FRENCH-027,S-RUS-TRANSL-32-FRENCH-027,french,3-2,positive,3,True,True,35013 | 35013 | 35013
S-RUS-TRANSL-32-FRENCH-028,S-RUS-TRANSL-32-FRENCH-028,french,3-2,positive,3,True,True,51852 | 51852 | 51852
S-RUS-TRANSL-32-FRENCH-029,S-RUS-TRANSL-32-FRENCH-029,french,3-2,positive,3,True,True,50404 | 50404 | 50404
S-RUS-TRANSL-32-FRENCH-030,S-RUS-TRANSL-32-FRENCH-030,french,3-2,positive,3,True,True,35501 | 35501 | 35501
S-RUS-TRANSL-32-FRENCH-031,S-RUS-TRANSL-32-FRENCH-031,french,3-2,positive,3,True,True,34658 | 34658 | 34658
S-RUS-TRANSL-32-FRENCH-032,S-RUS-TRANSL-32-FRENCH-032,french,3-2,positive,3,True,True,37003 | 37003 | 37003
S-RUS-TRANSL-32-FRENCH-033,S-RUS-TRANSL-32-FRENCH-033,french,3-2,positive,3,True,True,48767 | 48767 | 48767
S-RUS-TRANSL-32-FRENCH-034,S-RUS-TRANSL-32-FRENCH-034,french,3-2,positive,3,True,True,36793 | 36793 | 36793
S-RUS-TRANSL-32-FRENCH-035,S-RUS-TRANSL-32-FRENCH-035,french,3-2,positive,3,True,True,38078 | 38078 | 38078
S-RUS-TRANSL-32-FRENCH-036,S-RUS-TRANSL-32-FRENCH-036,french,3-2,positive,3,True,True,36792 | 36792 | 36792
S-RUS-TRANSL-32-FRENCH-037,S-RUS-TRANSL-32-FRENCH-037,french,3-2,positive,3,True,True,35603 | 35603 | 35603
S-RUS-TRANSL-32-FRENCH-038,S-RUS-TRANSL-32-FRENCH-038,french,3-2,positive,3,True,True,"26671,36786 | 26671,36786 | 26671,36786"
S-RUS-TRANSL-32-FRENCH-039,S-RUS-TRANSL-32-FRENCH-039,french,3-2,positive,3,True,True,9761 | 9761 | 9761
S-RUS-TRANSL-32-FRENCH-040,S-RUS-TRANSL-32-FRENCH-040,french,3-2,positive,3,True,True,36798 | 36798 | 36798
S-RUS-TRANSL-32-FRENCH-041,S-RUS-TRANSL-32-FRENCH-041,french,3-2,positive,3,True,True,35630 | 35630 | 35630
S-RUS-TRANSL-32-FRENCH-042,S-RUS-TRANSL-32-FRENCH-042,french,3-2,positive,3,True,True,35620 | 35620 | 35620
S-RUS-TRANSL-32-FRENCH-043,S-RUS-TRANSL-32-FRENCH-043,french,3-2,positive,3,True,True,41439 | 41439 | 41439
S-RUS-TRANSL-32-FRENCH-044,S-RUS-TRANSL-32-FRENCH-044,french,3-2,positive,3,True,True,22411 | 22411 | 22411
S-RUS-TRANSL-32-FRENCH-045,S-RUS-TRANSL-32-FRENCH-045,french,3-2,positive,3,True,True,31950 | 31950 | 31950
S-RUS-TRANSL-32-FRENCH-046,S-RUS-TRANSL-32-FRENCH-046,french,3-2,positive,3,True,True,36996 | 36996 | 36996
S-RUS-TRANSL-32-FRENCH-047,S-RUS-TRANSL-32-FRENCH-047,french,3-2,positive,3,True,True,35639 | 35639 | 35639
S-RUS-TRANSL-32-FRENCH-048,S-RUS-TRANSL-32-FRENCH-048,french,3-2,positive,3,True,True,30545 | 30545 | 30545
S-RUS-TRANSL-32-FRENCH-049,S-RUS-TRANSL-32-FRENCH-049,french,3-2,positive,3,True,True,44882 | 44882 | 44882
S-RUS-TRANSL-32-FRENCH-050,S-RUS-TRANSL-32-FRENCH-050,french,3-2,positive,3,True,True,37841 | 37841 | 37841
S-RUS-TRANSL-32-FRENCH-051,S-RUS-TRANSL-32-FRENCH-051,french,3-2,positive,3,True,True,37328 | 37328 | 37328
S-RUS-TRANSL-32-FRENCH-052,S-RUS-TRANSL-32-FRENCH-052,french,3-2,positive,3,True,True,41050 | 41050 | 41050
S-RUS-TRANSL-32-FRENCH-053,S-RUS-TRANSL-32-FRENCH-053,french,3-2,positive,3,True,True,39212 | 39212 | 39212
S-RUS-TRANSL-32-FRENCH-054,S-RUS-TRANSL-32-FRENCH-054,french,3-2,positive,3,True,True,40119 | 40119 | 40119
S-RUS-TRANSL-32-FRENCH-055,S-RUS-TRANSL-32-FRENCH-055,french,3-2,positive,3,True,True,35242 | 35242 | 35242
S-RUS-TRANSL-32-FRENCH-056,S-RUS-TRANSL-32-FRENCH-056,french,3-2,positive,3,True,True,36809 | 36809 | 36809
S-RUS-TRANSL-32-FRENCH-057,S-RUS-TRANSL-32-FRENCH-057,french,3-2,positive,3,True,True,16949 | 16949 | 16949
S-RUS-TRANSL-32-FRENCH-058,S-RUS-TRANSL-32-FRENCH-058,french,3-2,positive,3,True,True,36803 | 36803 | 36803
S-RUS-TRANSL-32-FRENCH-059,S-RUS-TRANSL-32-FRENCH-059,french,3-2,positive,3,True,True,36483 | 36483 | 36483
S-RUS-TRANSL-32-FRENCH-060,S-RUS-TRANSL-32-FRENCH-060,french,3-2,positive,3,True,True,37335 | 37335 | 37335
S-RUS-TRANSL-32-FRENCH-061,S-RUS-TRANSL-32-FRENCH-061,french,3-2,positive,3,True,True,37337 | 37337 | 37337
S-RUS-TRANSL-32-FRENCH-062,S-RUS-TRANSL-32-FRENCH-062,french,3-2,positive,3,True,True,37729 | 37729 | 37729
S-RUS-TRANSL-32-FRENCH-063,S-RUS-TRANSL-32-FRENCH-063,french,3-2,positive,3,True,True,36480 | 36480 | 36480
S-RUS-TRANSL-32-FRENCH-064,S-RUS-TRANSL-32-FRENCH-064,french,3-2,positive,3,True,True,51957 | 51957 | 51957
S-RUS-TRANSL-32-FRENCH-065,S-RUS-TRANSL-32-FRENCH-065,french,3-2,positive,3,True,True,35672 | 35672 | 35672
S-RUS-TRANSL-32-FRENCH-066,S-RUS-TRANSL-32-FRENCH-066,french,3-2,positive,3,True,True,35676 | 35676 | 35676
S-RUS-TRANSL-32-FRENCH-067,S-RUS-TRANSL-32-FRENCH-067,french,3-2,positive,3,True,True,40572 | 40572 | 40572
S-RUS-TRANSL-32-FRENCH-068,S-RUS-TRANSL-32-FRENCH-068,french,3-2,positive,3,True,True,37340 | 37340 | 37340
S-RUS-TRANSL-32-FRENCH-069,S-RUS-TRANSL-32-FRENCH-069,french,3-2,positive,3,True,True,44142 | 44142 | 44142
S-RUS-TRANSL-32-FRENCH-070,S-RUS-TRANSL-32-FRENCH-070,french,3-2,positive,3,True,True,35398 | 35398 | 35398
S-RUS-TRANSL-32-FRENCH-071,S-RUS-TRANSL-32-FRENCH-071,french,3-2,positive,3,True,True,33401 | 33401 | 33401
S-RUS-TRANSL-32-FRENCH-072,S-RUS-TRANSL-32-FRENCH-072,french,3-2,positive,3,True,True,38616 | 38616 | 38616
S-RUS-TRANSL-32-FRENCH-073,S-RUS-TRANSL-32-FRENCH-073,french,3-2,positive,3,True,True,41051 | 41051 | 41051
S-RUS-TRANSL-32-FRENCH-074,S-RUS-TRANSL-32-FRENCH-074,french,3-2,positive,3,True,True,16670 | 16670 | 16670
S-RUS-TRANSL-32-FRENCH-075,S-RUS-TRANSL-32-FRENCH-075,french,3-2,positive,3,True,True,50973 | 50973 | 50973
S-RUS-TRANSL-32-FRENCH-076,S-RUS-TRANSL-32-FRENCH-076,french,3-2,positive,3,True,True,36829 | 36829 | 36829
S-RUS-TRANSL-32-FRENCH-077,S-RUS-TRANSL-32-FRENCH-077,french,3-2,positive,3,True,True,35766 | 35766 | 35766
S-RUS-TRANSL-32-FRENCH-078,S-RUS-TRANSL-32-FRENCH-078,french,3-2,positive,3,True,True,40661 | 40661 | 40661
S-RUS-TRANSL-32-FRENCH-079,S-RUS-TRANSL-32-FRENCH-079,french,3-2,positive,3,True,True,36836 | 36836 | 36836
S-RUS-TRANSL-32-FRENCH-080,S-RUS-TRANSL-32-FRENCH-080,french,3-2,positive,3,True,True,40240 | 40240 | 40240
S-RUS-TRANSL-32-FRENCH-081,S-RUS-TRANSL-32-FRENCH-081,french,3-2,positive,3,True,True,50603 | 50603 | 50603
S-RUS-TRANSL-32-FRENCH-082,S-RUS-TRANSL-32-FRENCH-082,french,3-2,positive,3,True,True,36837 | 36837 | 36837
S-RUS-TRANSL-32-FRENCH-083,S-RUS-TRANSL-32-FRENCH-083,french,3-2,positive,3,True,True,47779 | 47779 | 47779
S-RUS-TRANSL-32-FRENCH-084,S-RUS-TRANSL-32-FRENCH-084,french,3-2,positive,3,True,True,35691 | 35691 | 35691
S-RUS-TRANSL-32-FRENCH-085,S-RUS-TRANSL-32-FRENCH-085,french,3-2,positive,3,True,True,35421 | 35421 | 35421
S-RUS-TRANSL-32-FRENCH-086,S-RUS-TRANSL-32-FRENCH-086,french,3-2,positive,3,True,True,37177 | 37177 | 37177
S-RUS-TRANSL-32-FRENCH-087,S-RUS-TRANSL-32-FRENCH-087,french,3-2,positive,3,True,True,38799 | 38799 | 38799
S-RUS-TRANSL-32-FRENCH-088,S-RUS-TRANSL-32-FRENCH-088,french,3-2,positive,3,True,True,48855 | 48855 | 48855
S-RUS-TRANSL-32-FRENCH-089,S-RUS-TRANSL-32-FRENCH-089,french,3-2,positive,3,True,True,35027 | 35027 | 35027
S-RUS-TRANSL-32-FRENCH-090,S-RUS-TRANSL-32-FRENCH-090,french,3-2,positive,3,True,True,31671 | 31671 | 31671
S-RUS-TRANSL-32-FRENCH-091,S-RUS-TRANSL-32-FRENCH-091,french,3-2,positive,3,True,True,35404 | 35404 | 35404
S-RUS-TRANSL-32-FRENCH-092,S-RUS-TRANSL-32-FRENCH-092,french,3-2,positive,3,True,True,37363 | 37363 | 37363
S-RUS-TRANSL-32-FRENCH-093,S-RUS-TRANSL-32-FRENCH-093,french,3-2,positive,3,True,True,42874 | 42874 | 42874
S-RUS-TRANSL-32-FRENCH-094,S-RUS-TRANSL-32-FRENCH-094,french,3-2,positive,3,True,True,35715 | 35715 | 35715
S-RUS-TRANSL-32-FRENCH-095,S-RUS-TRANSL-32-FRENCH-095,french,3-2,positive,3,True,True,36957 | 36957 | 36957
S-RUS-TRANSL-32-FRENCH-096,S-RUS-TRANSL-32-FRENCH-096,french,3-2,positive,3,True,True,36054 | 36054 | 36054
S-RUS-TRANSL-32-FRENCH-097,S-RUS-TRANSL-32-FRENCH-097,french,3-2,positive,3,True,True,16673 | 16673 | 16673
S-RUS-TRANSL-32-FRENCH-098,S-RUS-TRANSL-32-FRENCH-098,french,3-2,positive,3,True,True,39208 | 39208 | 39208
S-RUS-TRANSL-32-FRENCH-099,S-RUS-TRANSL-32-FRENCH-099,french,3-2,positive,3,True,True,35530 | 35530 | 35530
S-RUS-TRANSL-32-FRENCH-100,S-RUS-TRANSL-32-FRENCH-100,french,3-2,positive,3,True,True,35781 | 35781 | 35781
S-RUS-TRANSL-32-FRENCH-101,S-RUS-TRANSL-32-FRENCH-101,french,3-2,positive,3,True,True,43538 | 43538 | 43538
S-RUS-TRANSL-32-FRENCH-102,S-RUS-TRANSL-32-FRENCH-102,french,3-2,positive,3,True,True,35528 | 35528 | 35528
S-RUS-TRANSL-32-FRENCH-103,S-RUS-TRANSL-32-FRENCH-103,french,3-2,positive,3,True,True,52260 | 52260 | 52260
S-RUS-TRANSL-32-FRENCH-104,S-RUS-TRANSL-32-FRENCH-104,french,3-2,positive,3,True,True,50233 | 50233 | 50233
S-RUS-TRANSL-32-FRENCH-105,S-RUS-TRANSL-32-FRENCH-105,french,3-2,positive,3,True,True,48859 | 48859 | 48859
S-RUS-TRANSL-32-FRENCH-106,S-RUS-TRANSL-32-FRENCH-106,french,3-2,positive,3,True,True,16692 | 16692 | 16692
S-RUS-TRANSL-32-FRENCH-107,S-RUS-TRANSL-32-FRENCH-107,french,3-2,positive,3,True,True,43094 | 43094 | 43094
S-RUS-TRANSL-32-FRENCH-108,S-RUS-TRANSL-32-FRENCH-108,french,3-2,positive,3,True,True,37733 | 37733 | 37733
S-RUS-TRANSL-32-FRENCH-109,S-RUS-TRANSL-32-FRENCH-109,french,3-2,positive,3,True,True,35484 | 35484 | 35484
S-RUS-TRANSL-32-FRENCH-110,S-RUS-TRANSL-32-FRENCH-110,french,3-2,positive,3,True,True,36865 | 36865 | 36865
S-RUS-TRANSL-32-FRENCH-111,S-RUS-TRANSL-32-FRENCH-111,french,3-2,positive,3,True,True,46549 | 46549 | 46549
S-RUS-TRANSL-32-FRENCH-112,S-RUS-TRANSL-32-FRENCH-112,french,3-2,positive,3,True,True,35173 | 35173 | 35173
S-RUS-TRANSL-32-FRENCH-113,S-RUS-TRANSL-32-FRENCH-113,french,3-2,positive,3,True,True,49515 | 49515 | 49515
S-RUS-TRANSL-32-FRENCH-114,S-RUS-TRANSL-32-FRENCH-114,french,3-2,positive,3,True,True,46784 | 46784 | 46784
S-RUS-TRANSL-32-FRENCH-115,S-RUS-TRANSL-32-FRENCH-115,french,3-2,positive,3,True,True,32751 | 32751 | 32751
S-RUS-TRANSL-32-FRENCH-116,S-RUS-TRANSL-32-FRENCH-116,french,3-2,positive,3,True,True,35393 | 35393 | 35393
S-RUS-TRANSL-32-FRENCH-117,S-RUS-TRANSL-32-FRENCH-117,french,3-2,positive,3,True,True,41001 | 41001 | 41001
S-RUS-TRANSL-32-FRENCH-118,S-RUS-TRANSL-32-FRENCH-118,french,3-2,positive,3,True,True,35521 | 35521 | 35521
S-RUS-TRANSL-32-FRENCH-119,S-RUS-TRANSL-32-FRENCH-119,french,3-2,positive,3,True,True,16710 | 16710 | 16710
S-RUS-TRANSL-32-FRENCH-120,S-RUS-TRANSL-32-FRENCH-120,french,3-2,positive,3,True,True,10138 | 10138 | 10138
S-RUS-TRANSL-32-FRENCH-121,S-RUS-TRANSL-32-FRENCH-121,french,3-2,positive,3,True,True,35517 | 35517 | 35517
S-RUS-TRANSL-32-FRENCH-122,S-RUS-TRANSL-32-FRENCH-122,french,3-2,positive,3,True,True,45913 | 45913 | 45913
S-RUS-TRANSL-32-FRENCH-123,S-RUS-TRANSL-32-FRENCH-123,french,3-2,positive,3,True,True,36478 | 36478 | 36478
S-RUS-TRANSL-32-FRENCH-124,S-RUS-TRANSL-32-FRENCH-124,french,3-2,positive,3,True,True,35413 | 35413 | 35413
S-RUS-TRANSL-32-FRENCH-125,S-RUS-TRANSL-32-FRENCH-125,french,3-2,positive,3,True,True,16655 | 16655 | 16655
S-RUS-TRANSL-32-FRENCH-126,S-RUS-TRANSL-32-FRENCH-126,french,3-2,positive,3,True,True,41055 | 41055 | 41055
S-RUS-TRANSL-32-FRENCH-127,S-RUS-TRANSL-32-FRENCH-127,french,3-2,positive,3,True,True,45821 | 45821 | 45821
S-RUS-TRANSL-32-FRENCH-128,S-RUS-TRANSL-32-FRENCH-128,french,3-2,positive,3,True,True,35442 | 35442 | 35442
S-RUS-TRANSL-32-FRENCH-129,S-RUS-TRANSL-32-FRENCH-129,french,3-2,positive,3,True,True,45060 | 45060 | 45060
S-RUS-TRANSL-32-FRENCH-130,S-RUS-TRANSL-32-FRENCH-130,french,3-2,positive,3,True,True,33023 | 33023 | 33023
S-RUS-TRANSL-32-FRENCH-131,S-RUS-TRANSL-32-FRENCH-131,french,3-2,positive,3,True,True,35511 | 35511 | 35511
S-RUS-TRANSL-32-FRENCH-132,S-RUS-TRANSL-32-FRENCH-132,french,3-2,positive,3,True,True,41037 | 41037 | 41037
S-RUS-TRANSL-32-FRENCH-133,S-RUS-TRANSL-32-FRENCH-133,french,3-2,positive,3,True,True,40244 | 40244 | 40244
S-RUS-TRANSL-32-FRENCH-134,S-RUS-TRANSL-32-FRENCH-134,french,3-2,positive,3,True,True,35505 | 35505 | 35505
S-RUS-TRANSL-32-FRENCH-135,S-RUS-TRANSL-32-FRENCH-135,french,3-2,positive,3,True,True,26723 | 26723 | 26723
S-RUS-TRANSL-32-FRENCH-136,S-RUS-TRANSL-32-FRENCH-136,french,3-2,positive,3,True,True,47787 | 47787 | 47787
S-RUS-TRANSL-32-FRENCH-137,S-RUS-TRANSL-32-FRENCH-137,french,3-2,positive,3,True,True,38158 | 38158 | 38158
S-RUS-TRANSL-32-FRENCH-138,S-RUS-TRANSL-32-FRENCH-138,french,3-2,positive,3,True,True,36884 | 36884 | 36884
S-RUS-TRANSL-32-FRENCH-139,S-RUS-TRANSL-32-FRENCH-139,french,3-2,positive,3,True,True,35580 | 35580 | 35580
S-RUS-TRANSL-32-FRENCH-140,S-RUS-TRANSL-32-FRENCH-140,french,3-2,positive,3,True,True,37303 | 37303 | 37303
S-RUS-TRANSL-32-FRENCH-141,S-RUS-TRANSL-32-FRENCH-141,french,3-2,positive,3,True,True,52616 | 52616 | 52616
S-RUS-TRANSL-32-FRENCH-142,S-RUS-TRANSL-32-FRENCH-142,french,3-2,positive,3,True,True,"34976,39784 | 34976,39784 | 34976,39784"
S-RUS-TRANSL-32-FRENCH-143,S-RUS-TRANSL-32-FRENCH-143,french,3-2,positive,3,True,True,48879 | 48879 | 48879
S-RUS-TRANSL-32-FRENCH-144,S-RUS-TRANSL-32-FRENCH-144,french,3-2,positive,3,True,True,22404 | 22404 | 22404
S-RUS-TRANSL-32-FRENCH-145,S-RUS-TRANSL-32-FRENCH-145,french,3-2,positive,3,True,True,22404 | 22404 | 22404
S-RUS-TRANSL-32-FRENCH-146,S-RUS-TRANSL-32-FRENCH-146,french,3-2,positive,3,True,True,16667 | 16667 | 16667
S-RUS-TRANSL-32-FRENCH-147,S-RUS-TRANSL-32-FRENCH-147,french,3-2,positive,3,True,True,40133 | 40133 | 40133
S-RUS-TRANSL-32-FRENCH-148,S-RUS-TRANSL-32-FRENCH-148,french,3-2,positive,3,True,True,16601 | 16601 | 16601
S-RUS-TRANSL-32-FRENCH-149,S-RUS-TRANSL-32-FRENCH-149,french,3-2,positive,3,True,True,35451 | 35451 | 35451
S-RUS-TRANSL-32-FRENCH-150,S-RUS-TRANSL-32-FRENCH-150,french,3-2,positive,3,True,True,9762 | 9762 | 9762
S-RUS-TRANSL-32-FRENCH-151,S-RUS-TRANSL-32-FRENCH-151,french,3-2,positive,3,True,True,36896 | 36896 | 36896
S-RUS-TRANSL-32-ICAO-001,S-RUS-TRANSL-32-ICAO-001,icao,3-2,positive,3,True,True,36763 | 36763 | 36763
S-RUS-TRANSL-32-ICAO-002,S-RUS-TRANSL-32-ICAO-002,icao,3-2,positive,3,True,True,44540 | 44540 | 44540
